id_etudiant,matricule,nom,prenom,sexe,date_naissance,telephone,email,adresse,ville,region,pays,date_creation
8d5b97d4-3055-49a0-b474-13e687d740b9,ETU01032,Gilbert,David,Homme,2005-11-17,00221777050660,hervethomas@example.com,"88, avenue Patricia Bazin
52152 Rocher",Kanel,Matam,Sénégal,2026-07-30 16:40:38.447729
610122eb-9484-4120-9c22-de9e6fe4fb21,ETU01033,Diaz,Arthur,M,1997-09-24,780151159,sabine72@example.org,"rue de Lambert
82382 Blanc-la-Forêt",Kanel,Matam,Sénégal,2026-07-30 16:40:38.447989
fa9cd870-b922-4bc8-8f5c-6f18c2780668,ETU01034,Blanc,Tristan,Masculin,1997-11-20,787153323,victoirebernard@example.org,"29, chemin Bernard Sauvage
79123 Saint Audreynec",Bignona,Ziguinchor,Sénégal,2026-07-30 16:40:38.448355
0bddee4e-50e4-4488-86c1-6f8f6ec2a206,ETU1000,Briand,Gabriel,,2004-10-17,+221770488176,ericmarchal@example.com,"4, avenue Bernadette Marchal
57752 Foucherboeuf",Malem Hodar,kaffrine,Sénégal,2026-07-30 16:40:38.449170
d58e4e13-2189-44a9-ba56-4b60718d9b3e,ETU01036,Neveu,Margaux,Femme,2007-06-23,703851827,franck44@example.com,"8, rue Claire Potier
54401 Renault",Gossas,Fatick,Sénégal,2026-07-30 16:40:38.449685
74c165c0-719e-4c4b-80e0-25b5d2ffe95a,ETU01037,Gomes,Monique,M,2000-07-01,771103313,jloiseau@example.net,"boulevard Marcel Lebrun
16491 Bretondan",Kayar,Thiès,Sénégal,2026-07-30 16:40:38.449935
788e808a-30b0-4df6-a65b-5bcab26ae37c,ETU01038,Bonnin,Aimé,1,1999-12-27,+221772870031,lebrunjosephine@example.org,"4, rue Hortense Bousquet
64616 Martineau",Malem Hodar,kaffrine,Sénégal,2026-07-30 16:40:38.450091
466815a2-d071-4488-a75e-bb7f5a3e9323,ETU01039,Lucas,Bernard,F,2006-02-24,+221783873154,jean91@example.org,"66, chemin Virginie Vaillant
50495 Techer",Mbour,Dakar,Sénégal,2026-07-30 16:40:38.450242
7f367f07-f4c1-44ed-be17-fc173ccdf185,ETU01040,Gros,Aimée,Homme,2003-11-27,+221771971232,jacquesboulay@example.com,"46, rue de Nicolas
60441 Tanguy",Ourossogui,Matam,Sénégal,2026-07-30 16:40:38.450408
95fd1d03-fe95-4e45-a608-efe58e64461b,ETU01041,Didier,Agathe,,1999-03-19,,dmarie@example.net,"47, avenue Charles
30365 Le Gall",Sédhiou,Kolda,Sénégal,2026-07-30 16:40:38.450584
ceb101f7-660e-496c-af19-04dde2e75855,ETU01042,Lemaire,Nicolas,M,2008-05-06,00221778188931,alice39@example.com,"4, rue de Vincent
47341 Leclercq-sur-Mer",Guinguinéo,Kaolack,Sénégal,2026-07-30 16:40:38.450741
f1bdd43e-7cf0-4707-9526-4ed68f93a194,ETU01043,Laine,Christiane,1,1996-09-07,767022324,hortensecarpentier@example.org,"avenue de Alves
28348 Sainte ThérèseVille",Mbour,Dakar,Sénégal,2026-07-30 16:40:38.450893
b6032c52-87e2-42dd-8693-b09d9ece8a0f,ETU01044,Lenoir,Claudine,Femme,2008-01-09,763373893,vrenault@example.org,"486, avenue de Peltier
94219 Lecoq-sur-Denis",Guédiawaye,Dakar,Sénégal,2026-07-30 16:40:38.451057
edaedcd2-d54a-4c26-abbb-759ad6376991,ETU1000,Marchand,Alix,Homme,2000-08-18,778674260,gilles06@example.org,"87, chemin Margot Lamy
52122 Chrétien-sur-Salmon",Kanel,Matam,Sénégal,2026-07-30 16:40:38.451229
60490cb6-b338-4b6a-a841-7d75555388b4,ETU01046,Antoine,Arnaude,M,2006-01-14,+221781874582,zfischer@example.net,"7, boulevard Bernier
16538 Navarro",Pikine,Dakar,Sénégal,2026-07-30 16:40:38.451382
2c95f92b-8277-4e4d-83f5-a797d89019e6,ETU01047,Boyer,Théophile,F,1997-06-30,,ebonnet@example.org,"11, chemin Josette Ollivier
56987 Pruvost",Bounkiling,Sédhiou,Sénégal,2026-07-30 16:40:38.451549
ddc73b4a-317e-4114-bc14-8949b64baeab,ETU1000,Dupont,Julien,Masculin,2004-07-17,+221783797964,roussetchristelle@example.net,"53, rue de Vaillant
90310 Renaud",Kayar,Thiès,Sénégal,2026-07-30 16:40:38.451706
6ff7a2c7-db4b-41d7-8247-b3d40ffe3188,ETU01049,Hamel,Alfred,1,1998-12-31,,piresraymond@example.com,"71, rue Salmon
18806 Chevalier-sur-Picard",Foundiougne,Fatick,Sénégal,2026-07-30 16:40:38.451860
6b0adf35-b113-496e-8c59-d31c6daac814,ETU01050,Lucas,Laetitia,Femme,2003-12-22,,nicolemartinez@example.org,"65, rue de Prévost
28185 De Oliveira-les-Bains",Guédiawaye,Dakar,Sénégal,2026-07-30 16:40:38.452010
c5b72a55-1249-4782-a80f-b1d480f9e9b9,ETU01051,Lemoine,Louis,F,2000-10-06,+221770593859,hugueslacroix@example.org,"boulevard Lecoq
87556 Evrard",Touba,Diourbel,Sénégal,2026-07-30 16:40:38.452150
10f53b76-dc57-4caf-9e7c-d74f40802f66,ETU01052,Carre,Jérôme,1,2000-02-25,769431832,zperrier@example.com,"90, boulevard Fournier
63512 Lévêque-sur-Mer",Oussouye,Ziguinchor,Sénégal,2026-07-30 16:40:38.452307
c71650d6-5907-4d90-9019-aad65a527742,ETU01053,Sanchez,Arthur,F,2005-04-30,+221774819483,npichon@example.net,"16, avenue Pereira
97671 Legrandboeuf",Meckhe,Thiès,Sénégal,2026-07-30 16:40:38.452450
ce0f4ccc-1c30-4b10-a357-d26692c7d5c0,ETU1000,Chauvet,Maryse,F,2008-02-02,+221789910521,legendrepierre@example.org,"1, boulevard Laetitia Devaux
88349 Albert",Salémata,Kédougou,Sénégal,2026-07-30 16:40:38.452611
cc74a262-9462-4ed5-953e-3bb63b3ee3b6,ETU01055,Gomes,René,Homme,2004-12-16,00221773996828,weissmartin@example.org,"425, chemin Amélie Rousseau
20869 Coste",Touba,Diourbel,Sénégal,2026-07-30 16:40:38.452754
91a61990-cc56-4d9e-b69b-02348f517d2e,ETU1000,Martel,Thérèse,M,2004-05-06,709444942,danielaubert@example.net,"14, avenue Riou
34222 GautierBourg",Guinguinéo,Kaolack,Sénégal,2026-07-30 16:40:38.452909
a08e41a1-47dd-4bf3-922a-ab074a726272,ETU01057,Martins,Julien,F,1998-01-09,769126142,barrejean@example.org,"6, rue de Meyer
53109 Bazindan",Foundiougne,Fatick,Sénégal,2026-07-30 16:40:38.453077
29f040e7-2008-4322-ab59-b9e0e2d0c31b,ETU01058,Rousseau,Dominique,,2005-11-02,+221778251067,rlebon@example.net,"rue Grondin
11877 Turpindan",Bounkiling,Sédhiou,Sénégal,2026-07-30 16:40:38.453207
10dd25b3-f9a7-43b9-886e-da9c00400856,ETU01059,Wagner,Sabine,F,1998-09-21,+221787029348,arthur43@example.net,"88, rue Denise Chauvin
69388 Rocher",Oussouye,Ziguinchor,Sénégal,2026-07-30 16:40:38.453349
96177b30-0daf-43e5-a361-1c707030405c,ETU01060,Marchand,Pierre,0,2008-02-02,783117258,lucas46@example.com,"310, avenue Langlois
26765 Martinez",Linguère,Louga,Sénégal,2026-07-30 16:40:38.453463
cd31f824-77b1-4ec1-8967-a5afc20f3607,ETU01061,Ollivier,Corinne,Masculin,1999-11-27,00221775712342,annefleury@example.com,"787, chemin Stéphanie Tessier
44668 Dumasdan",Bakel,Tambacounda,Sénégal,2026-07-30 16:40:38.453584
e928ceb5-7cfc-4be6-a792-bd4895bf7d92,ETU1000,Roux,Charlotte,0,2005-03-20,+221776832323,allainnathalie@example.org,"26, rue Olivier
73699 Aubry",Meckhe,Thiès,Sénégal,2026-07-30 16:40:38.453702
b74ad8c9-450e-4e3e-bfc5-dbc1014a2333,ETU01063,Labbé,Madeleine,M,2003-08-11,+221784204375,rrobert@example.com,"3, chemin de Weiss
79182 Courtois",Goudomp,Sédhiou,Sénégal,2026-07-30 16:40:38.453794
6b1da33b-2548-4ce5-b813-31acb246f65b,ETU01064,Maillet,Marianne,1,2001-12-17,+221777456722,aubertmargot@example.com,"50, rue Stéphane Lacombe
15337 Perrot",Birkelane,kaffrine,Sénégal,2026-07-30 16:40:38.453889
428e4acf-412b-4b9a-86c1-6a8acb5aa98d,ETU01065,Huet,Martin,Femme,2027-07-30,+221771001937,rbarbe@example.net,"chemin de Sauvage
97691 Bernier",Foundiougne,Fatick,Sénégal,2026-07-30 16:40:38.453983
90a7380e-40b9-421c-b9f9-c9b5d5c256a0,ETU01066,Laroche,Corinne,,2007-05-16,+221779038998,mathilde49@example.com,"52, boulevard Monnier
28182 Perret",Dagana,Saint-Louis,Sénégal,2026-07-30 16:40:38.454112
8e79cc25-5978-42ef-ab6a-c6565dcb585d,ETU1000,Schneider,Philippe,0,1999-11-05,+221778281704,wgros@example.net,"5, avenue de Pascal
95515 Carreboeuf",Vélingara,Kolda,Sénégal,2026-07-30 16:40:38.454204
44c171a5-c674-4f0c-a5bb-b8d6052a5d1c,ETU01068,Leleu,Madeleine,F,1996-07-04,774636094,guillaumematthieu@example.net,"1, rue Guillot
02128 Lucas",Nioro du Rip,Kaolack,Sénégal,2026-07-30 16:40:38.454298
6bd63801-357c-4759-bc82-b77e1d35e909,ETU1000,Bourgeois,Jacqueline,Homme,2004-02-24,770302665,julien20@example.org,"413, rue Benoit
56851 Pierreboeuf",Malem Hodar,kaffrine,Sénégal,2026-07-30 16:40:38.454395
52a0fc78-ee71-4c36-82a6-8c5591642adf,ETU01070,Guérin,Susan,Femme,1999-06-19,00221778903524,beckerhelene@example.com,"boulevard Paul Devaux
14225 Fontaine",Kébémer,Louga,Sénégal,2026-07-30 16:40:38.454487
4310587e-4ffe-4e66-8fa2-3c8d5c536643,ETU1000,Morel,Sylvie,,2002-09-05,700453166,verdierluc@example.net,"51, rue Stéphanie Boutin
85818 Teixeira",Mbacké,Diourbel,Sénégal,2026-07-30 16:40:38.454588
cfb51850-4600-4a63-bc1f-096b120546e0,ETU01072,Vallée,Anouk,Femme,2005-12-13,702773705,suzanne71@example.org,"avenue de Chrétien
87562 Godard",Salémata,Kédougou,Sénégal,2026-07-30 16:40:38.454671
95922bd9-8546-4af5-8d2d-04b799586af3,ETU01073,Jacquot,Augustin,,2005-07-05,00221776891468,isaac74@example.net,"44, avenue Adèle Marion
34273 Sainte Christine",Rufisque,Dakar,Sénégal,2026-07-30 16:40:38.454766
1a0b7fd9-c9b3-4c5f-98fd-44d5bc9a6489,ETU01074,Bègue,Michelle,0,2027-07-30,787593669,rgoncalves@example.org,"rue de Faure
41689 Lebon-sur-Leblanc",Kanel,Matam,Sénégal,2026-07-30 16:40:38.454837
b2a00118-acab-479f-ab4e-db0976e80fa0,ETU01075,Denis,Renée,,2004-06-06,701018907,cparent@example.net,"7, chemin de Gaudin
43464 Blanc",Kanel,Matam,Sénégal,2026-07-30 16:40:38.454931
326bc661-daec-4d6b-8d96-5526a080c6d6,ETU01076,Lamy,André,1,1997-06-10,,lmerle@example.net,"481, chemin Guillon
67125 Saint Capucineboeuf",Bounkiling,Sédhiou,Sénégal,2026-07-30 16:40:38.455023
42b6bead-bf02-4a09-a2d8-a41e49819650,ETU01077,Jacques,Claude,,1999-04-03,,gilbert03@example.org,"617, boulevard Benoît Dupont
69481 Blanchard",Bounkiling,Sédhiou,Sénégal,2026-07-30 16:40:38.455115
16cdac06-09d6-4923-aafd-afe3d4f0d93a,ETU01078,Rousset,Frédéric,,2000-11-23,774587423,upierre@example.net,"13, boulevard Laine
24762 Saint Hugues",Sédhiou,Kolda,Sénégal,2026-07-30 16:40:38.455207
29598d3a-208e-42e1-8725-6a00da8c4bda,ETU01079,Morel,Gérard,Masculin,2001-12-14,+221779563655,hugues11@example.com,"66, avenue de Legros
81791 Saint Anastasie",Salémata,Kédougou,Sénégal,2026-07-30 16:40:38.455298
efae62bc-ee71-4ead-909a-03936b5f244f,ETU01080,Lamy,Clémence,F,2005-06-02,00221779305403,etienneseguin@example.com,"avenue de Lebrun
75115 Diallodan",Guinguinéo,Kaolack,Sénégal,2026-07-30 16:40:38.455386
6d293439-31cc-405e-a492-fdafeba0203b,ETU01081,Texier,Sébastien,0,1995-12-21,781715194,josettebouchet@example.com,"boulevard Élise Baron
22925 Sainte Jacquelinenec",Sédhiou,Kolda,Sénégal,2026-07-30 16:40:38.455477
b06bfa10-b452-4c9c-b60c-5e93763e6851,ETU01082,Torres,Maggie,Homme,1999-01-17,767577291,paulettehernandez@example.com,"55, chemin Gabriel Thomas
12224 Lelièvre-les-Bains",Salémata,Kédougou,Sénégal,2026-07-30 16:40:38.455589
84a8beb6-4043-45c8-93d4-4096ff980655,ETU01083,Weber,Célina,Homme,1997-02-08,00221776150349,robertjoly@example.net,"34, avenue Geneviève Huet
80512 Barbiernec",Kébémer,Louga,Sénégal,2026-07-30 16:40:38.455688
b43b64f1-d6c1-4823-a972-b88f438d3f2c,ETU1000,Lemaître,Louise,0,1999-10-14,+221780627461,josette70@example.net,"40, chemin de Clerc
50211 Saint Christiane",Touba,Diourbel,Sénégal,2026-07-30 16:40:38.455778
cbd8a509-2e25-406a-a49d-935d01086f3b,ETU01169,Weber,David,F,2006-11-14,770193869,marianneperrier@example.com,"64, rue Gaudin
13546 Cordier",Bakel,Tambacounda,Sénégal,2026-07-30 16:40:38.465224
8a9bbe77-4582-49e1-b0d7-3fd0f223c2b9,ETU01085,Langlois,Aimée,M,2004-02-16,+221785083534,lecomtehenriette@example.org,"93, avenue Stéphane Valentin
56808 Chauvin-les-Bains",Oussouye,Ziguinchor,Sénégal,2026-07-30 16:40:38.455877
75bdbc28-9e34-4900-a664-ae7d336d2897,ETU1000,Gosselin,Constance,F,2004-12-10,+221785584277,sbouvier@example.org,"42, chemin de Baron
50381 Clerc",Foundiougne,Fatick,Sénégal,2026-07-30 16:40:38.455970
de69ab24-be2f-4868-9bd7-171912d43bc0,ETU01087,Lelièvre,Georges,F,1999-11-26,+221787553140,joseph25@example.org,"chemin de Didier
33973 Brunel-la-Forêt",Mbour,Thiès,Sénégal,2026-07-30 16:40:38.456056
54fddd04-0109-4b3d-bd99-70c668bc7ffb,ETU01088,Jacquet,Nathalie,Masculin,1997-06-17,786707817,umonnier@example.com,"43, rue Yves Turpin
80265 Lombard",Bignona,Ziguinchor,Sénégal,2026-07-30 16:40:38.456147
f9dcf4df-3cf2-491e-a2a1-01704be2e05c,ETU01089,Roux,Emmanuelle,1,2005-06-10,+221773087174,nleleu@example.net,"1, rue Delahaye
23170 Dos Santos",Guinguinéo,Kaolack,Sénégal,2026-07-30 16:40:38.456231
bcfe0ceb-f3df-483c-b952-6e2058230b94,ETU01090,Delattre,Hortense,Femme,1999-12-16,770969004,caroline65@example.org,"77, rue de Launay
84676 Brunet",Dagana,Saint-Louis,Sénégal,2026-07-30 16:40:38.456318
7adf59c4-0a4e-4eb2-9835-af92ef361220,ETU1000,Weber,Marguerite,F,2006-10-11,779885320,corinne76@example.com,"91, rue de Fouquet
67866 Blanchard-les-Bains",Touba,Diourbel,Sénégal,2026-07-30 16:40:38.456407
72e0809c-ffb3-43be-89e3-60865a802aa2,ETU01092,Chrétien,Joseph,1,2004-09-20,+221788777169,lucy46@example.net,"60, chemin Margot Jacques
82717 Blondel",Gossas,Fatick,Sénégal,2026-07-30 16:40:38.456500
8dd9975b-1bfe-46dd-96ba-f2db67a42290,ETU01093,Pereira,Susan,M,1996-08-15,704544717,aime18@example.net,"16, boulevard de Gilbert
02517 Dos Santos-sur-Lecoq",Podor,Saint-Louis,Sénégal,2026-07-30 16:40:38.456596
63355b41-42ef-426d-a78f-0a5325c05c4a,ETU1000,Guillet,Robert,Homme,2006-01-06,+221776195733,sophie97@example.com,"900, boulevard de Arnaud
85554 Saint Isaac",Malem Hodar,kaffrine,Sénégal,2026-07-30 16:40:38.456686
d2f29298-a2d8-4764-9865-b12475aa78f5,ETU01095,Jacquet,Vincent,,2003-01-08,00221776462459,qmartineau@example.com,"avenue de Blondel
19358 Chevallier",Rufisque,Dakar,Sénégal,2026-07-30 16:40:38.456768
0e4ec6cf-243e-4941-b322-fca235f2a804,ETU01096,Clerc,Renée,Masculin,2027-07-30,770838518,jacobjules@example.net,"65, avenue Guillou
01302 Germain",Kanel,Matam,Sénégal,2026-07-30 16:40:38.456845
f23ffcd0-3871-4c1e-863d-a66c6ee1d0f4,ETU01097,Diallo,Michelle,Femme,1999-02-23,00221774312662,henriclement@example.com,"32, boulevard Marine Diallo
15307 Ferrand-sur-Becker",Oussouye,Ziguinchor,Sénégal,2026-07-30 16:40:38.456943
bc04bdce-a074-417f-bf0e-dc0f7e3a71eb,ETU01098,Bodin,Marcel,,1998-01-05,760034566,oliviejacquet@example.net,"9, avenue de Gomez
97451 GayVille",Tivaouane,Thiès,Sénégal,2026-07-30 16:40:38.457034
4f030ba8-04d2-4c56-8b41-bbdfcd5f9611,ETU01099,Masse,Margaret,Femme,2008-05-02,00221779731942,laurentrossi@example.net,"27, boulevard Barthelemy
50251 Saint Madeleine",Pikine,Dakar,Sénégal,2026-07-30 16:40:38.457125
9dcac02b-064f-475d-adeb-c4a9cd5343b8,ETU01100,Chauveau,Caroline,,2001-05-31,00221777897507,emmanuel23@example.net,"80, rue Lefebvre
69292 Saint Nicolas",Vélingara,Kolda,Sénégal,2026-07-30 16:40:38.457214
9a8a9288-c8a0-4431-9b35-27bbad033def,ETU01101,Pichon,Marthe,M,2004-08-27,765730559,rlaunay@example.com,"73, rue Célina Gimenez
82953 Rey",Mbacké,Diourbel,Sénégal,2026-07-30 16:40:38.457306
6026d630-b604-43f4-ac7e-901f7e6ea27e,ETU01102,Perrot,Luce,F,2001-06-10,789105729,cbouvier@example.net,"43, avenue Delaunay
86589 Alves",Salémata,Kédougou,Sénégal,2026-07-30 16:40:38.457394
d8036d93-352c-444e-8308-f52c6f3cabac,ETU01103,Besnard,Hugues,,2003-11-21,767615254,gabrielle83@example.org,"4, avenue de Dubois
66818 Bailly-sur-Lesage",Thiès,Thiès,Sénégal,2026-07-30 16:40:38.457484
a609774b-c6d0-4ca7-89c4-ae5d3c4edb51,ETU01104,Maillot,Alain,Masculin,2002-05-25,+221778675964,hugues91@example.net,"7, chemin Alexandrie Foucher
25227 Normand",Salémata,Kédougou,Sénégal,2026-07-30 16:40:38.457580
7e83cfbb-b77e-4f18-a5dd-edaa2c6e7f26,ETU01105,Leduc,Suzanne,M,2000-10-03,706797404,eleroy@example.org,"7, rue Marty
49549 Klein-sur-Toussaint",Linguère,Louga,Sénégal,2026-07-30 16:40:38.457676
4f483fb2-7350-4e3f-b16f-c7b8d47ab9c7,ETU01106,Pasquier,Hortense,F,1997-10-03,+221774502445,peronyves@example.net,"99, rue Gros
25852 Rousset",Bounkiling,Sédhiou,Sénégal,2026-07-30 16:40:38.457781
b6912196-20ee-4e55-8ce1-5a183d80741b,ETU01107,Bousquet,Victor,1,1999-10-23,775690247,mullerelodie@example.com,"5, boulevard Gay
44597 Giraud-sur-Fernandez",Bounkiling,Sédhiou,Sénégal,2026-07-30 16:40:38.457920
8b96687a-3f8b-4b2e-bb34-0f12001f2481,ETU01108,Monnier,Camille,0,2002-09-14,+221777811098,carpentierguy@example.org,"1, avenue Charles Maillot
95389 Sainte Victoiredan",Touba,Diourbel,Sénégal,2026-07-30 16:40:38.458083
afe3845e-6e35-4853-bfc8-1a6a789f47c6,ETU01109,Morvan,Gilles,Homme,2002-01-30,772595121,fcollin@example.net,"987, rue Yves Prévost
70406 Meyer",Ourossogui,Matam,Sénégal,2026-07-30 16:40:38.458196
fea5f477-0309-4a55-ad6e-643d1897f07e,ETU1000,Cohen,Patricia,Femme,2008-01-25,709007877,marinnicolas@example.com,"chemin Roger
65564 Renault",Goudomp,Sédhiou,Sénégal,2026-07-30 16:40:38.458284
